OrderDate,Region,Category,SubCategory,Segment,Quantity,Sales,Profit,Discount,Month,ProfitMargin
2024-07-13,Europe,Office Supplies,Paper,Corporate,4,255.12,19.72,0.2,2024-07-01,0.07729695829413609
2023-01-09,Middle East & Africa,Technology,Machines,Consumer,1,165.37,9.73,0.15,2023-01-01,0.05883775775533652
2024-12-14,Latin America,Office Supplies,Paper,Consumer,6,666.39,237.91,0.0,2024-12-01,0.35701316046159154
2023-10-30,Middle East & Africa,Office Supplies,Storage,Consumer,2,86.36,27.1,0.0,2023-10-01,0.3138026864289023
2024-07-11,Europe,Furniture,Tables,Consumer,2,344.37,87.45,0.0,2024-07-01,0.25394198100879867
2023-03-09,Latin America,Technology,Accessories,Home Office,2,448.31,-0.58,0.15,2023-03-01,-0.0012937476299881778
2024-03-20,Asia Pacific,Furniture,Bookcases,Consumer,2,484.04,-57.02,0.2,2024-03-01,-0.11780018180315677
2024-09-01,North America,Office Supplies,Binders,Consumer,2,67.63,4.13,0.2,2024-09-01,0.06106757356202869
2024-06-18,Europe,Furniture,Tables,Consumer,4,986.95,-8.01,0.15,2024-06-01,-0.008115912660215815
2024-11-20,Asia Pacific,Furniture,Chairs,Corporate,4,1971.24,-29.1,0.15,2024-11-01,-0.014762281609545262
2024-12-05,Europe,Office Supplies,Binders,Consumer,4,143.8,42.27,0.0,2024-12-01,0.2939499304589708
2023-10-03,Latin America,Technology,Copiers,Home Office,1,241.61,-4.28,0.15,2023-10-01,-0.01771449857207897
2024-12-08,Latin America,Office Supplies,Art,Home Office,3,110.05,45.43,0.0,2024-12-01,0.4128123580190822
2024-04-30,North America,Office Supplies,Binders,Corporate,3,160.24,21.08,0.15,2024-04-01,0.13155267099350973
2023-10-20,North America,Technology,Accessories,Home Office,7,2171.35,-71.23,0.2,2023-10-01,-0.03280447647776729
2024-04-09,Middle East & Africa,Technology,Copiers,Consumer,1,322.01,68.21,0.0,2024-04-01,0.211825719698146
2024-04-23,Latin America,Furniture,Tables,Corporate,4,1158.18,431.47,0.0,2024-04-01,0.37254140116389506
2023-01-13,Asia Pacific,Furniture,Furnishings,Corporate,1,216.11,28.05,0.15,2023-01-01,0.12979501179954653
2024-11-10,Latin America,Furniture,Chairs,Home Office,1,468.26,-12.21,0.15,2024-11-01,-0.02607525733566822
2024-10-23,North America,Technology,Phones,Home Office,2,941.96,-492.68,0.5,2024-10-01,-0.5230370716378615
2024-12-27,Europe,Office Supplies,Binders,Consumer,3,76.16,14.34,0.15,2024-12-01,0.18828781512605042
2024-08-24,Europe,Technology,Accessories,Consumer,2,846.12,31.41,0.15,2024-08-01,0.037122393986668556
2024-06-15,Europe,Technology,Machines,Corporate,3,596.45,-2.29,0.15,2024-06-01,-0.003839383016179059
2024-02-17,Europe,Technology,Copiers,Home Office,3,877.61,201.84,0.0,2024-02-01,0.2299882635794943
2024-04-19,Latin America,Furniture,Tables,Consumer,3,504.1,119.29,0.0,2024-04-01,0.2366395556437215
2024-11-24,Latin America,Office Supplies,Storage,Corporate,2,153.65,18.16,0.1,2024-11-01,0.11819069313374553
2024-02-15,North America,Office Supplies,Art,Corporate,1,38.99,-17.72,0.5,2024-02-01,-0.45447550654013846
2024-06-17,North America,Furniture,Bookcases,Consumer,4,1252.69,258.99,0.0,2024-06-01,0.2067470802832305
2024-11-17,North America,Office Supplies,Art,Consumer,1,69.71,27.76,0.0,2024-11-01,0.3982212021230814
2023-03-20,Latin America,Furniture,Tables,Consumer,3,840.75,189.41,0.0,2023-03-01,0.22528694617900683
2024-01-07,Europe,Furniture,Chairs,Consumer,4,1187.94,358.92,0.0,2024-01-01,0.3021364715389666
2024-04-15,Middle East & Africa,Furniture,Tables,Consumer,1,222.79,62.06,0.0,2024-04-01,0.2785582835854392
2023-04-23,North America,Office Supplies,Storage,Consumer,3,116.89,32.99,0.1,2023-04-01,0.28223115749850286
2024-09-23,North America,Office Supplies,Art,Corporate,2,97.76,16.99,0.15,2024-09-01,0.17379296235679212
2023-02-10,Europe,Office Supplies,Binders,Corporate,5,187.22,60.06,0.0,2023-02-01,0.3207990599294947
2024-10-07,Latin America,Office Supplies,Paper,Consumer,2,96.62,13.63,0.2,2024-10-01,0.14106810184226867
2023-06-29,Asia Pacific,Office Supplies,Art,Consumer,4,189.52,76.94,0.0,2023-06-01,0.40597298438159557
2024-04-02,Asia Pacific,Technology,Copiers,Corporate,1,382.14,122.38,0.0,2024-04-01,0.32024912335793165
2024-09-16,Middle East & Africa,Office Supplies,Art,Home Office,3,129.14,52.3,0.0,2024-09-01,0.40498683599194674
2024-03-25,North America,Furniture,Tables,Home Office,2,315.55,37.26,0.1,2024-03-01,0.11807954365393755
2024-05-31,Europe,Office Supplies,Paper,Consumer,4,169.12,-51.73,0.4,2024-05-01,-0.3058774834437086
2024-08-15,Europe,Furniture,Chairs,Home Office,1,135.7,10.55,0.1,2024-08-01,0.07774502579218866
2024-01-21,Europe,Office Supplies,Binders,Corporate,4,165.52,27.7,0.1,2024-01-01,0.16735137747704204
2024-11-19,Europe,Office Supplies,Paper,Consumer,2,73.85,27.99,0.0,2024-11-01,0.37901150981719706
2024-10-05,Middle East & Africa,Furniture,Tables,Consumer,1,279.09,-130.07,0.4,2024-10-01,-0.46605037801426064
2023-04-28,Asia Pacific,Office Supplies,Paper,Corporate,2,74.43,14.67,0.15,2023-04-01,0.19709794437726721
2023-06-29,North America,Technology,Accessories,Corporate,3,915.23,42.39,0.15,2023-06-01,0.046316226522294945
2023-10-09,Latin America,Office Supplies,Paper,Consumer,2,112.76,30.57,0.0,2023-10-01,0.27110677545228806
2023-05-21,North America,Furniture,Chairs,Consumer,2,626.81,-156.54,0.3,2023-05-01,-0.24974075078572455
2024-03-09,North America,Furniture,Bookcases,Home Office,3,984.26,162.54,0.0,2024-03-01,0.1651392924633735
2024-07-08,North America,Technology,Accessories,Consumer,4,1607.35,113.15,0.1,2024-07-01,0.07039537126325941
2024-08-02,Middle East & Africa,Office Supplies,Paper,Home Office,1,41.25,2.09,0.15,2024-08-01,0.050666666666666665
2024-06-16,Latin America,Technology,Machines,Corporate,4,1359.21,418.09,0.0,2024-06-01,0.3075977957784301
2023-02-12,Asia Pacific,Technology,Accessories,Corporate,1,394.75,96.07,0.0,2023-02-01,0.24336922102596578
2024-07-16,Asia Pacific,Technology,Accessories,Consumer,3,738.07,152.6,0.0,2024-07-01,0.20675545679949053
2023-07-10,Europe,Office Supplies,Art,Consumer,1,47.12,20.65,0.0,2023-07-01,0.4382427843803056
2024-01-31,Asia Pacific,Technology,Phones,Home Office,3,1456.49,397.28,0.0,2024-01-01,0.2727653468269607
2024-02-05,North America,Furniture,Bookcases,Home Office,4,878.99,30.61,0.1,2024-02-01,0.034824059431847916
2023-08-27,Latin America,Furniture,Chairs,Corporate,1,359.55,33.31,0.15,2023-08-01,0.09264358225559728
2024-06-06,Asia Pacific,Office Supplies,Paper,Corporate,6,264.63,30.9,0.15,2024-06-01,0.11676680648452556
2023-02-02,North America,Technology,Accessories,Consumer,3,741.67,209.21,0.0,2023-02-01,0.2820796311027816
2023-12-08,North America,Office Supplies,Art,Consumer,4,272.06,66.93,0.1,2023-12-01,0.24601190913769025
2023-12-11,North America,Office Supplies,Paper,Consumer,4,185.24,34.59,0.1,2023-12-01,0.18673072770459945
2024-11-12,Latin America,Technology,Machines,Corporate,2,757.5,-121.07,0.3,2024-11-01,-0.15982838283828382
2024-12-21,Asia Pacific,Office Supplies,Art,Corporate,1,48.42,23.0,0.0,2024-12-01,0.4750103263114415
2024-04-05,North America,Technology,Machines,Home Office,3,1636.35,484.65,0.0,2024-04-01,0.2961774681455679
2024-05-26,Europe,Office Supplies,Binders,Consumer,3,105.21,22.62,0.1,2024-05-01,0.21499857428001143
2024-11-18,Middle East & Africa,Technology,Accessories,Home Office,4,3786.47,926.29,0.0,2024-11-01,0.2446315433636078
2024-01-25,North America,Office Supplies,Paper,Consumer,4,199.26,65.78,0.0,2024-01-01,0.3301214493626418
2023-03-11,Latin America,Furniture,Furnishings,Home Office,3,1097.32,259.43,0.0,2023-03-01,0.23642146320125398
2023-09-25,Asia Pacific,Technology,Machines,Corporate,5,2204.37,-916.54,0.4,2023-09-01,-0.4157831942913395
2024-04-07,Asia Pacific,Office Supplies,Art,Consumer,2,49.94,5.95,0.15,2024-04-01,0.11914297156587907
2023-01-24,Europe,Office Supplies,Art,Corporate,4,184.44,87.14,0.0,2023-01-01,0.4724571676425938
2023-10-22,Latin America,Office Supplies,Storage,Corporate,2,75.62,26.24,0.0,2023-10-01,0.34699814863792644
2023-01-19,Europe,Office Supplies,Art,Consumer,1,43.56,19.56,0.0,2023-01-01,0.44903581267217624
2024-05-19,Europe,Office Supplies,Paper,Corporate,1,23.81,-2.69,0.3,2024-05-01,-0.1129777404451911
2023-06-05,Europe,Office Supplies,Art,Corporate,4,282.78,71.93,0.1,2023-06-01,0.25436735271235594
2024-05-03,Asia Pacific,Furniture,Tables,Consumer,3,1256.74,419.62,0.0,2024-05-01,0.33389563473749545
2023-11-08,Europe,Office Supplies,Storage,Home Office,4,356.3,142.72,0.0,2023-11-01,0.4005613247263542
2024-10-01,Europe,Technology,Phones,Consumer,3,932.91,140.75,0.1,2024-10-01,0.1508720026583486
2023-01-24,Europe,Office Supplies,Storage,Consumer,5,257.04,55.72,0.1,2023-01-01,0.21677559912854028
2024-07-15,Middle East & Africa,Furniture,Bookcases,Consumer,3,630.13,39.19,0.1,2024-07-01,0.06219351562376017
2024-07-25,Europe,Furniture,Bookcases,Home Office,1,255.45,-96.49,0.4,2024-07-01,-0.377725582305735
2024-09-09,Europe,Furniture,Chairs,Corporate,3,1004.26,-622.95,0.5,2024-09-01,-0.6203074900922072
2024-02-11,North America,Technology,Machines,Consumer,2,606.2,210.15,0.0,2024-02-01,0.3466677664137248
2023-11-19,Latin America,Furniture,Bookcases,Home Office,3,461.12,1.58,0.15,2023-11-01,0.003426439972241499
2023-07-01,Asia Pacific,Furniture,Tables,Consumer,5,1558.46,128.98,0.1,2023-07-01,0.08276118732594996
2023-02-10,Europe,Office Supplies,Paper,Consumer,4,73.69,26.39,0.0,2023-02-01,0.35812186185371153
2024-03-12,North America,Office Supplies,Binders,Consumer,4,207.98,-69.68,0.4,2024-03-01,-0.33503221463602273
2023-02-01,Latin America,Technology,Phones,Consumer,1,498.13,88.93,0.0,2023-02-01,0.17852769357396664
2023-02-10,Middle East & Africa,Office Supplies,Binders,Corporate,3,27.74,2.03,0.2,2023-02-01,0.07317952415284787
2023-09-26,North America,Office Supplies,Storage,Corporate,1,39.79,16.78,0.0,2023-09-01,0.42171399849208346
2024-06-11,North America,Technology,Accessories,Consumer,2,631.57,123.49,0.0,2024-06-01,0.19552860332188038
2024-09-14,Latin America,Furniture,Chairs,Consumer,1,100.87,22.82,0.0,2024-09-01,0.22623178348369188
2024-07-27,Latin America,Technology,Copiers,Consumer,2,670.04,183.05,0.0,2024-07-01,0.2731926452152111
2024-09-23,Asia Pacific,Office Supplies,Binders,Consumer,1,21.43,9.1,0.0,2024-09-01,0.4246383574428371
2023-03-22,Europe,Technology,Machines,Home Office,4,2239.2,633.13,0.0,2023-03-01,0.2827483029653448
2023-05-25,North America,Technology,Accessories,Consumer,3,1701.88,524.74,0.0,2023-05-01,0.30832961195854
2024-01-05,Asia Pacific,Office Supplies,Paper,Consumer,2,46.11,13.19,0.1,2024-01-01,0.2860550856647148
2023-03-31,North America,Office Supplies,Binders,Consumer,5,307.67,116.74,0.0,2023-03-01,0.3794325088568921
2023-11-02,Europe,Technology,Accessories,Corporate,1,482.22,-179.73,0.4,2023-11-01,-0.3727136991414707
2024-07-02,Europe,Office Supplies,Storage,Corporate,3,188.43,49.58,0.1,2024-07-01,0.26312158361195137
2024-12-03,Asia Pacific,Furniture,Chairs,Corporate,3,765.57,-301.68,0.4,2024-12-01,-0.3940593283435871
2024-08-27,Middle East & Africa,Office Supplies,Binders,Corporate,4,227.39,83.41,0.0,2024-08-01,0.3668147236026211
2024-01-28,Europe,Technology,Accessories,Consumer,2,784.47,158.8,0.0,2024-01-01,0.2024296658890716
2023-07-31,Europe,Technology,Machines,Home Office,1,579.86,150.81,0.0,2023-07-01,0.26008001931500707
2024-09-21,Asia Pacific,Office Supplies,Art,Consumer,4,121.5,44.25,0.0,2024-09-01,0.36419753086419754
2023-12-11,Europe,Office Supplies,Storage,Home Office,4,257.13,-3.03,0.2,2023-12-01,-0.011783922529459806
2023-01-30,Latin America,Office Supplies,Art,Corporate,1,45.75,4.71,0.15,2023-01-01,0.10295081967213114
2024-11-03,North America,Technology,Accessories,Consumer,4,3004.95,127.99,0.15,2024-11-01,0.04259305479292501
2024-06-07,North America,Technology,Phones,Corporate,3,781.89,162.1,0.0,2024-06-01,0.20731816495926536
2024-05-23,Middle East & Africa,Technology,Phones,Consumer,1,137.11,3.75,0.15,2024-05-01,0.027350302676682953
2024-12-22,Asia Pacific,Furniture,Furnishings,Consumer,1,604.4,138.88,0.0,2024-12-01,0.2297816015883521
2023-01-19,Europe,Office Supplies,Binders,Corporate,2,141.75,60.55,0.0,2023-01-01,0.4271604938271605
2024-02-03,Asia Pacific,Technology,Accessories,Corporate,1,349.68,101.16,0.0,2024-02-01,0.289293067947838
2024-08-24,Europe,Furniture,Furnishings,Home Office,1,235.15,-10.76,0.15,2024-08-01,-0.04575802679140974
2023-12-10,Europe,Technology,Phones,Home Office,2,1970.24,287.05,0.0,2023-12-01,0.14569291050836447
2023-10-23,North America,Furniture,Bookcases,Consumer,4,835.25,-404.39,0.4,2023-10-01,-0.48415444477701286
2023-01-15,Europe,Office Supplies,Storage,Consumer,3,119.17,17.77,0.15,2023-01-01,0.14911471007803978
2024-04-27,Europe,Office Supplies,Storage,Consumer,3,141.5,61.78,0.0,2024-04-01,0.4366077738515901
2023-11-09,Asia Pacific,Office Supplies,Art,Corporate,1,49.66,13.23,0.0,2023-11-01,0.2664115988723319
2024-11-11,North America,Office Supplies,Art,Corporate,4,236.37,105.0,0.0,2024-11-01,0.44421880949359055
2023-08-11,North America,Furniture,Tables,Consumer,1,266.6,10.39,0.1,2023-08-01,0.03897224306076519
2024-04-30,Latin America,Office Supplies,Paper,Corporate,4,159.81,-14.46,0.3,2024-04-01,-0.09048244790688943
2024-08-13,North America,Office Supplies,Paper,Corporate,5,78.53,25.09,0.0,2024-08-01,0.31949573411435117
2024-11-19,Europe,Technology,Copiers,Corporate,1,238.22,63.64,0.0,2024-11-01,0.26714801444043323
2024-03-02,Asia Pacific,Office Supplies,Paper,Consumer,4,178.66,65.85,0.0,2024-03-01,0.3685771857158849
2024-06-04,Europe,Office Supplies,Storage,Corporate,2,36.83,4.67,0.2,2024-06-01,0.1267988053217486
2024-06-12,North America,Furniture,Bookcases,Consumer,4,1089.07,250.75,0.0,2024-06-01,0.23024231683913798
2023-06-20,North America,Office Supplies,Art,Consumer,2,15.14,6.55,0.0,2023-06-01,0.43262879788639363
2024-02-11,North America,Office Supplies,Paper,Home Office,5,183.7,29.65,0.15,2024-02-01,0.16140446379967338
2023-11-27,Asia Pacific,Technology,Accessories,Consumer,1,409.72,-23.84,0.15,2023-11-01,-0.058186078297373815
2024-08-29,Asia Pacific,Office Supplies,Binders,Home Office,5,133.34,32.39,0.15,2024-08-01,0.24291285435728213
2024-06-05,Asia Pacific,Office Supplies,Storage,Consumer,3,114.24,15.36,0.15,2024-06-01,0.13445378151260504
2024-10-31,North America,Technology,Copiers,Corporate,1,257.35,-85.04,0.4,2024-10-01,-0.3304449193705071
2024-05-25,Europe,Furniture,Tables,Consumer,1,202.34,14.12,0.1,2024-05-01,0.06978353266778689
2023-02-23,Asia Pacific,Furniture,Furnishings,Corporate,4,699.74,172.44,0.0,2023-02-01,0.2464343899162546
2023-05-19,Latin America,Office Supplies,Binders,Consumer,5,278.01,22.18,0.2,2023-05-01,0.07978130283083343
2023-04-29,Latin America,Office Supplies,Art,Consumer,4,106.95,47.14,0.0,2023-04-01,0.4407667134174848
2023-08-30,Europe,Office Supplies,Binders,Consumer,1,35.52,17.16,0.0,2023-08-01,0.48310810810810806
2023-12-16,Latin America,Furniture,Bookcases,Corporate,4,2127.23,-353.05,0.2,2023-12-01,-0.16596700873906442
2023-07-09,North America,Furniture,Chairs,Consumer,2,663.19,80.24,0.1,2023-07-01,0.1209909678975859
2024-09-06,North America,Office Supplies,Binders,Consumer,1,48.27,10.79,0.1,2024-09-01,0.2235342863061943
2024-05-05,North America,Office Supplies,Storage,Consumer,3,119.8,38.85,0.0,2024-05-01,0.32429048414023376
2023-10-26,Latin America,Technology,Machines,Consumer,3,1095.6,4.47,0.15,2023-10-01,0.0040799561883899235
2023-04-26,Latin America,Office Supplies,Storage,Home Office,3,104.34,7.04,0.2,2023-04-01,0.06747172704619513
2024-08-31,Europe,Technology,Phones,Consumer,3,1153.35,-469.8,0.4,2024-08-01,-0.40733515411627
2024-06-03,North America,Office Supplies,Paper,Consumer,2,49.09,18.39,0.0,2024-06-01,0.3746180484823793
2024-08-13,Asia Pacific,Technology,Accessories,Corporate,1,438.35,46.57,0.1,2024-08-01,0.10623930649024751
2024-12-11,Middle East & Africa,Furniture,Chairs,Consumer,3,1022.61,24.53,0.1,2024-12-01,0.023987639471548295
2024-11-03,Asia Pacific,Furniture,Furnishings,Consumer,3,487.82,-72.15,0.2,2024-11-01,-0.1479029150096347
2023-08-02,Europe,Office Supplies,Storage,Consumer,2,47.39,20.75,0.0,2023-08-01,0.4378560877822325
2024-01-28,Asia Pacific,Office Supplies,Paper,Corporate,1,49.33,18.57,0.0,2024-01-01,0.3764443543482668
2024-08-15,Asia Pacific,Technology,Phones,Consumer,1,399.59,13.42,0.1,2024-08-01,0.033584424034635504
2024-10-24,Asia Pacific,Furniture,Bookcases,Corporate,5,791.72,121.97,0.0,2024-10-01,0.15405698984489466
2024-07-24,Latin America,Office Supplies,Binders,Consumer,1,44.09,19.35,0.0,2024-07-01,0.43887502835110004
2024-12-19,Asia Pacific,Office Supplies,Paper,Corporate,3,58.01,26.63,0.0,2024-12-01,0.4590587829684537
2024-07-22,Middle East & Africa,Furniture,Furnishings,Consumer,1,251.27,61.27,0.0,2024-07-01,0.2438412862657699
2023-07-27,Europe,Technology,Machines,Corporate,3,1663.44,455.9,0.0,2023-07-01,0.2740706006829221
2023-10-06,Latin America,Furniture,Furnishings,Corporate,3,1314.72,9.77,0.15,2023-10-01,0.007431240111963003
2024-03-22,Asia Pacific,Technology,Machines,Consumer,3,1122.77,267.59,0.0,2024-03-01,0.23833020119882076
2024-08-31,North America,Office Supplies,Binders,Home Office,1,30.64,10.08,0.0,2024-08-01,0.3289817232375979
2024-02-24,Asia Pacific,Office Supplies,Paper,Corporate,4,189.63,38.2,0.15,2024-02-01,0.2014449190528925
2023-03-22,North America,Furniture,Furnishings,Corporate,5,813.01,175.41,0.0,2023-03-01,0.21575380376625133
2024-03-07,Europe,Furniture,Chairs,Corporate,5,755.43,-269.23,0.4,2024-03-01,-0.3563930476682155
2023-03-30,North America,Office Supplies,Binders,Corporate,3,86.0,-23.97,0.4,2023-03-01,-0.2787209302325581
2023-09-22,Asia Pacific,Furniture,Furnishings,Corporate,1,248.87,13.46,0.15,2023-09-01,0.05408446176718769
2023-10-14,Asia Pacific,Office Supplies,Paper,Home Office,3,87.25,15.03,0.15,2023-10-01,0.17226361031518625
2023-03-27,North America,Office Supplies,Binders,Consumer,3,146.69,-20.37,0.3,2023-03-01,-0.13886427159315565
2023-04-25,Middle East & Africa,Technology,Copiers,Corporate,1,244.3,2.03,0.2,2023-04-01,0.008309455587392548
2024-10-12,Asia Pacific,Office Supplies,Paper,Consumer,2,104.41,43.78,0.0,2024-10-01,0.4193084953548511
2024-10-11,Latin America,Furniture,Chairs,Consumer,5,725.18,179.47,0.0,2024-10-01,0.24748338343583665
2023-08-10,North America,Office Supplies,Storage,Consumer,3,106.19,39.17,0.0,2023-08-01,0.368867124964686
2023-11-13,Asia Pacific,Technology,Machines,Consumer,1,853.67,42.51,0.15,2023-11-01,0.049796759872081715
2023-03-24,Europe,Office Supplies,Binders,Corporate,5,185.55,-41.71,0.4,2023-03-01,-0.22479116141201833
2023-12-27,North America,Office Supplies,Binders,Consumer,2,102.24,41.47,0.0,2023-12-01,0.40561424100156496
2023-01-04,North America,Furniture,Bookcases,Corporate,3,980.81,-147.41,0.2,2023-01-01,-0.15029414463555632
2023-02-08,Asia Pacific,Technology,Accessories,Consumer,2,587.13,-221.51,0.4,2023-02-01,-0.3772759014187658
2023-09-04,North America,Office Supplies,Paper,Home Office,2,102.97,35.79,0.0,2023-09-01,0.3475769641643197
2024-07-20,North America,Technology,Copiers,Consumer,1,507.22,96.81,0.0,2024-07-01,0.19086392492409604
2023-01-15,Europe,Technology,Copiers,Consumer,2,321.34,96.9,0.0,2023-01-01,0.3015497603784154
2024-07-14,North America,Office Supplies,Binders,Consumer,7,444.33,175.32,0.0,2024-07-01,0.3945716021875633
2024-02-16,North America,Furniture,Tables,Consumer,1,299.8,44.71,0.0,2024-02-01,0.1491327551701134
2023-03-20,Europe,Technology,Machines,Consumer,4,1505.11,81.31,0.1,2023-03-01,0.054022629575247
2023-04-28,Latin America,Office Supplies,Paper,Corporate,3,111.37,48.48,0.0,2023-04-01,0.43530573763131897
2024-07-10,Middle East & Africa,Office Supplies,Storage,Consumer,1,51.39,5.82,0.15,2024-07-01,0.11325160537069469
2023-05-29,Middle East & Africa,Furniture,Tables,Corporate,4,228.83,8.19,0.1,2023-05-01,0.035790761700825936
2024-07-05,Middle East & Africa,Technology,Copiers,Consumer,1,416.93,40.5,0.1,2024-07-01,0.09713860839949152
2023-10-16,North America,Furniture,Chairs,Consumer,2,455.55,51.08,0.0,2023-10-01,0.11212819668532542
2024-11-17,Asia Pacific,Technology,Machines,Consumer,4,1815.43,72.91,0.15,2024-11-01,0.04016128410349063
2024-07-04,North America,Furniture,Furnishings,Consumer,3,872.32,161.84,0.0,2024-07-01,0.18552824651504035
2024-01-12,Europe,Technology,Phones,Consumer,3,1095.86,200.16,0.1,2024-01-01,0.18265106856715274
2023-03-02,Europe,Office Supplies,Storage,Corporate,2,52.96,21.22,0.0,2023-03-01,0.40067975830815705
2023-04-04,Asia Pacific,Furniture,Bookcases,Consumer,2,601.82,74.21,0.0,2023-04-01,0.12330929513808113
2023-02-07,Latin America,Technology,Copiers,Consumer,2,988.77,286.05,0.0,2023-02-01,0.28929882581389
2023-01-31,Latin America,Furniture,Furnishings,Consumer,4,450.24,-215.96,0.4,2023-01-01,-0.47965529495380244
2023-04-03,Latin America,Furniture,Chairs,Corporate,3,616.45,40.48,0.1,2023-04-01,0.06566631519182414
2024-11-27,Latin America,Technology,Phones,Corporate,5,3716.89,-190.75,0.15,2024-11-01,-0.05131978616531563
2023-11-27,Middle East & Africa,Office Supplies,Art,Consumer,5,222.4,-106.39,0.5,2023-11-01,-0.47837230215827337
2023-08-10,North America,Office Supplies,Art,Home Office,1,21.76,-3.79,0.4,2023-08-01,-0.17417279411764705
2024-10-31,Latin America,Office Supplies,Art,Consumer,3,155.89,69.22,0.0,2024-10-01,0.44403104753351724
2023-06-13,Asia Pacific,Furniture,Tables,Consumer,1,338.28,-5.52,0.15,2023-06-01,-0.016317843206810925
2023-11-27,Asia Pacific,Technology,Accessories,Corporate,2,686.5,74.08,0.1,2023-11-01,0.10790968681718864
2023-11-28,North America,Technology,Copiers,Corporate,2,1014.89,280.62,0.0,2023-11-01,0.2765028722324587
2024-12-09,North America,Technology,Phones,Consumer,4,1172.14,82.39,0.1,2024-12-01,0.07029023836743051
2023-04-30,Latin America,Furniture,Chairs,Home Office,4,879.83,-36.19,0.15,2023-04-01,-0.04113294613732198
2023-05-01,Europe,Office Supplies,Storage,Home Office,5,206.95,32.45,0.15,2023-05-01,0.15680115970041075
2024-12-26,North America,Office Supplies,Binders,Corporate,3,97.79,10.42,0.15,2024-12-01,0.10655486246037427
2024-05-07,Asia Pacific,Office Supplies,Binders,Consumer,2,91.61,18.38,0.1,2024-05-01,0.20063311865516864
2023-02-28,Middle East & Africa,Technology,Copiers,Consumer,3,1035.45,-408.89,0.4,2023-02-01,-0.3948911101453474
2023-08-13,Asia Pacific,Office Supplies,Binders,Home Office,1,46.33,-14.22,0.4,2023-08-01,-0.3069285560112239
2024-04-02,Asia Pacific,Technology,Machines,Consumer,3,1560.8,411.73,0.0,2024-04-01,0.2637942080984111
2023-02-28,Asia Pacific,Office Supplies,Paper,Consumer,4,111.6,49.72,0.0,2023-02-01,0.44551971326164874
2023-12-11,Latin America,Office Supplies,Binders,Corporate,2,107.78,24.84,0.1,2023-12-01,0.23046947485618852
2023-05-25,North America,Office Supplies,Storage,Home Office,3,122.18,-13.34,0.3,2023-05-01,-0.10918317236863644
2024-02-27,Asia Pacific,Furniture,Furnishings,Consumer,3,952.36,-417.85,0.4,2024-02-01,-0.43875215254735606
2023-03-09,Asia Pacific,Office Supplies,Paper,Consumer,2,107.61,32.64,0.0,2023-03-01,0.3033175355450237
2023-04-06,Asia Pacific,Office Supplies,Storage,Corporate,5,225.03,89.13,0.0,2023-04-01,0.39608052259698706
2024-09-25,Asia Pacific,Office Supplies,Art,Consumer,4,132.46,35.68,0.0,2024-09-01,0.26936433640344254
2024-10-06,North America,Office Supplies,Storage,Consumer,3,154.07,65.24,0.0,2024-10-01,0.4234438891412994
2024-11-21,North America,Technology,Copiers,Consumer,3,1703.57,-230.08,0.2,2024-11-01,-0.1350575556038202
2023-08-29,North America,Technology,Accessories,Consumer,2,771.42,118.39,0.1,2023-08-01,0.15347022374322677
2023-05-27,Asia Pacific,Office Supplies,Storage,Consumer,2,147.14,13.78,0.15,2023-05-01,0.09365230392823162
2024-03-19,North America,Office Supplies,Storage,Home Office,4,176.64,35.36,0.15,2024-03-01,0.20018115942028986
2024-05-30,Asia Pacific,Office Supplies,Paper,Home Office,2,74.4,-15.51,0.4,2024-05-01,-0.20846774193548384
2024-09-05,Asia Pacific,Office Supplies,Binders,Consumer,5,365.31,125.95,0.0,2024-09-01,0.344775669978922
2023-11-10,Latin America,Office Supplies,Art,Consumer,3,99.45,18.83,0.1,2023-11-01,0.18934137757667166
2023-06-24,Middle East & Africa,Technology,Machines,Consumer,2,1016.01,-226.77,0.3,2023-06-01,-0.22319662208049135
2023-10-05,Europe,Office Supplies,Paper,Home Office,4,142.83,4.36,0.2,2023-10-01,0.030525799901981374
2024-08-16,North America,Technology,Machines,Corporate,3,1342.41,-153.99,0.2,2024-08-01,-0.11471160077770577
2024-11-11,Europe,Furniture,Tables,Consumer,3,1079.14,-179.07,0.2,2024-11-01,-0.16593769112441387
2023-08-30,Europe,Furniture,Chairs,Corporate,1,320.83,0.0,0.15,2023-08-01,0.0
2024-08-02,Latin America,Technology,Accessories,Corporate,3,983.64,-186.52,0.3,2024-08-01,-0.1896222195112033
2023-05-13,Europe,Office Supplies,Storage,Corporate,3,180.23,87.99,0.0,2023-05-01,0.48820951007046554
2024-04-30,Asia Pacific,Furniture,Tables,Corporate,3,482.26,11.47,0.1,2024-04-01,0.02378385103471157
2023-10-07,Europe,Office Supplies,Paper,Consumer,3,100.92,18.88,0.15,2023-10-01,0.18707887435592546
2024-11-18,North America,Office Supplies,Storage,Consumer,1,46.81,12.99,0.1,2024-11-01,0.27750480666524246
2024-11-17,North America,Office Supplies,Binders,Corporate,3,152.94,57.43,0.0,2024-11-01,0.37550673466718976
2024-09-09,Asia Pacific,Technology,Accessories,Consumer,1,134.01,-54.97,0.4,2024-09-01,-0.410193269159018
2023-10-28,Europe,Technology,Accessories,Consumer,2,245.22,29.17,0.15,2023-10-01,0.11895440828643668
2023-08-05,Asia Pacific,Office Supplies,Storage,Consumer,1,26.15,9.86,0.0,2023-08-01,0.37705544933078394
